Angle 1    | X_1         | Y_1          | Angle 2     | X_2         | Y_2         | Frame # 
-26.321892  | 675.658630  | 821.000488  | 46.611229  | 821.000488  | 587.020752  | 309
-25.459597  | 677.012573  | 827.758179  | 48.914349  | 827.758179  | 581.726196  | 310
-24.450945  | 678.608582  | 834.411316  | 51.170345  | 834.411316  | 576.432983  | 311
-23.301506  | 680.443054  | 840.961548  | 53.378391  | 840.961548  | 571.149109  | 312
-22.016855  | 682.512085  | 847.410645  | 55.537109  | 847.410645  | 565.881836  | 313
-20.602613  | 684.811584  | 853.760620  | 57.644653  | 853.760620  | 560.638062  | 314
-19.064478  | 687.336792  | 860.013733  | 59.698772  | 860.013733  | 555.424377  | 315
-17.408230  | 690.082214  | 866.172546  | 61.696896  | 866.172546  | 550.246948  | 316
-15.639729  | 693.041260  | 872.239746  | 63.636185  | 872.239746  | 545.111450  | 317
-13.764884  | 696.206177  | 878.218140  | 65.513611  | 878.218140  | 540.023438  | 318
-11.789629  | 699.568115  | 884.110718  | 67.326004  | 884.110718  | 534.987915  | 319
-9.719875  | 703.116882  | 889.920532  | 69.070137  | 889.920532  | 530.009460  | 320
-7.561464  | 706.841003  | 895.650513  | 70.742760  | 895.650513  | 525.092407  | 321
-5.320109  | 710.727966  | 901.303406  | 72.340660  | 901.303406  | 520.240601  | 322
-3.001344  | 714.764038  | 906.881836  | 73.860710  | 906.881836  | 515.457520  | 323
-0.610460  | 718.934570  | 912.388062  | 75.299904  | 912.388062  | 510.746216  | 324
1.847552  | 723.223999  | 917.823914  | 76.655380  | 917.823914  | 506.109528  | 325
4.368056  | 727.616333  | 923.190857  | 77.924469  | 923.190857  | 501.549744  | 326
6.946825  | 732.094788  | 928.489624  | 79.104691  | 928.489624  | 497.068909  | 327
9.580090  | 736.642578  | 933.720459  | 80.193748  | 933.720459  | 492.668793  | 328
12.264585  | 741.242615  | 938.882751  | 81.189560  | 938.882751  | 488.350891  | 329
14.997588  | 745.877808  | 943.975037  | 82.090225  | 943.975037  | 484.116394  | 330
17.776960  | 750.531250  | 948.995056  | 82.894020  | 948.995056  | 479.966248  | 331
20.601173  | 755.186096  | 953.939392  | 83.599365  | 953.939392  | 475.901245  | 332
23.469337  | 759.825806  | 958.803650  | 84.204811  | 958.803650  | 471.921875  | 333
26.381229  | 764.434204  | 963.582031  | 84.709015  | 963.582031  | 468.028503  | 334
29.337303  | 768.994995  | 968.267212  | 85.110687  | 968.267212  | 464.221252  | 335
32.338699  | 773.492310  | 972.850464  | 85.408592  | 972.850464  | 460.499969  | 336
35.387245  | 777.909973  | 977.320923  | 85.601509  | 977.320923  | 456.864227  | 337
38.485420  | 782.231567  | 981.665527  | 85.688232  | 981.665527  | 453.313354  | 338
41.636299  | 786.440002  | 985.868530  | 85.667595  | 985.868530  | 449.846252  | 339
44.843430  | 790.517212  | 989.911133  | 85.538521  | 989.911133  | 446.461395  | 340
48.110626  | 794.443542  | 993.771057  | 85.300163  | 993.771057  | 443.156586  | 341
51.441605  | 798.197327  | 997.421631  | 84.952110  | 997.421631  | 439.928864  | 342
54.839420  | 801.754150  | 1000.831604  | 84.494766  | 1000.831604  | 436.774323  | 343
58.305603  | 805.086243  | 1003.964905  | 83.929924  | 1003.964905  | 433.687805  | 344
61.838905  | 808.162415  | 1006.780823  | 83.261559  | 1006.780823  | 430.662659  | 345
65.433685  | 810.948059  | 1009.235596  | 82.496910  | 1009.235596  | 427.690552  | 346
69.078094  | 813.406799  | 1011.285461  | 81.647614  | 1011.285461  | 424.761719  | 347
72.752655  | 815.503357  | 1012.891724  | 80.730606  | 1012.891724  | 421.865082  | 348
76.430092  | 817.208435  | 1014.027832  | 79.768112  | 1014.027832  | 418.989655  | 349
80.077370  | 818.504150  | 1014.685791  | 78.786171  | 1014.685791  | 416.126038  | 350
83.660034  | 819.388428  | 1014.880127  | 77.811600  | 1014.880127  | 413.268127  | 351
87.147438  | 819.876099  | 1014.646240  | 76.868385  | 1014.646240  | 410.414368  | 352
90.516769  | 819.995911  | 1014.033813  | 75.974861  | 1014.033813  | 407.567627  | 353
93.754539  | 819.785400  | 1013.098816  | 75.142647  | 1013.098816  | 404.734467  | 354
96.855675  | 819.285034  | 1011.896118  | 74.377235  | 1011.896118  | 401.923615  | 355
99.821404  | 818.534424  | 1010.475342  | 73.679428  | 1010.475342  | 399.144501  | 356
102.656975  | 817.569946  | 1008.878723  | 73.046921  | 1008.878723  | 396.406342  | 357
105.369797  | 816.423523  | 1007.141235  | 72.475586  | 1007.141235  | 393.717651  | 358
107.968185  | 815.122803  | 1005.291382  | 71.960403  | 1005.291382  | 391.085968  | 359
110.460564  | 813.691284  | 1003.351624  | 71.496040  | 1003.351624  | 388.517792  | 360
112.855003  | 812.149048  | 1001.340332  | 71.077217  | 1001.340332  | 386.018677  | 361
115.159019  | 810.513123  | 999.272034  | 70.698891  | 999.272034  | 383.593323  | 362
117.379471  | 808.798035  | 997.158325  | 70.356331  | 997.158325  | 381.245728  | 363
119.522583  | 807.016113  | 995.008545  | 70.045174  | 995.008545  | 378.979156  | 364
121.593933  | 805.178223  | 992.830261  | 69.761406  | 992.830261  | 376.796478  | 365
123.598541  | 803.293518  | 990.629639  | 69.501358  | 990.629639  | 374.700012  | 366
125.540909  | 801.370056  | 988.411499  | 69.261665  | 988.411499  | 372.691711  | 367
127.425072  | 799.414856  | 986.180054  | 69.039261  | 986.180054  | 370.773285  | 368
129.254654  | 797.434143  | 983.938416  | 68.831322  | 983.938416  | 368.946167  | 369
131.032928  | 795.433228  | 981.689270  | 68.635269  | 981.689270  | 367.211456  | 370
132.762848  | 793.417053  | 979.434875  | 68.448730  | 979.434875  | 365.570190  | 371
134.447083  | 791.389771  | 977.176880  | 68.269516  | 977.176880  | 364.023193  | 372
136.088043  | 789.355225  | 974.916748  | 68.095604  | 974.916748  | 362.571167  | 373
137.687927  | 787.316833  | 972.655518  | 67.925133  | 972.655518  | 361.214630  | 374
139.248734  | 785.277649  | 970.394165  | 67.756355  | 970.394165  | 359.954132  | 375
140.772293  | 783.240417  | 968.133179  | 67.587669  | 968.133179  | 358.790009  | 376
142.260269  | 781.207520  | 965.873169  | 67.417564  | 965.873169  | 357.722534  | 377
143.714172  | 779.181396  | 963.614380  | 67.244644  | 963.614380  | 356.751953  | 378
145.135391  | 777.163940  | 961.356934  | 67.067589  | 961.356934  | 355.878479  | 379
146.525208  | 775.156982  | 959.100952  | 66.885170  | 959.100952  | 355.102173  | 380
147.884781  | 773.162354  | 956.846436  | 66.696228  | 956.846436  | 354.423096  | 381
149.215149  | 771.181580  | 954.593140  | 66.499680  | 954.593140  | 353.841309  | 382
150.517303  | 769.216064  | 952.340820  | 66.294495  | 952.340820  | 353.356720  | 383
151.792099  | 767.267212  | 950.089294  | 66.079704  | 950.089294  | 352.969269  | 384
153.040344  | 765.336304  | 947.838013  | 65.854385  | 947.838013  | 352.678833  | 385
154.262741  | 763.424500  | 945.586670  | 65.617661  | 945.586670  | 352.485260  | 386
155.459930  | 761.532959  | 943.334656  | 65.368698  | 943.334656  | 352.388397  | 387
156.632462  | 759.662781  | 941.081421  | 65.106705  | 941.081421  | 352.388000  | 388
157.780853  | 757.815002  | 938.826355  | 64.830917  | 938.826355  | 352.483765  | 389
158.905518  | 755.990723  | 936.568726  | 64.540604  | 936.568726  | 352.675476  | 390
160.006821  | 754.190796  | 934.307800  | 64.235062  | 934.307800  | 352.962677  | 391
161.085068  | 752.416382  | 932.042786  | 63.913605  | 932.042786  | 353.345093  | 392
162.140488  | 750.668396  | 929.772827  | 63.575573  | 929.772827  | 353.822266  | 393
163.173233  | 748.947876  | 927.497070  | 63.220325  | 927.497070  | 354.393738  | 394
164.183426  | 747.255859  | 925.214478  | 62.847229  | 925.214478  | 355.059021  | 395
165.171097  | 745.593384  | 922.924011  | 62.455673  | 922.924011  | 355.817505  | 396
166.136230  | 743.961426  | 920.624695  | 62.045048  | 920.624695  | 356.668610  | 397
167.078735  | 742.361206  | 918.315369  | 61.614754  | 918.315369  | 357.611694  | 398
167.998459  | 740.793823  | 915.994873  | 61.164192  | 915.994873  | 358.646057  | 399
168.895203  | 739.260437  | 913.661926  | 60.692776  | 913.661926  | 359.770844  | 400
169.768661  | 737.762329  | 911.315247  | 60.199905  | 911.315247  | 360.985229  | 401
170.618500  | 736.300781  | 908.953430  | 59.684990  | 908.953430  | 362.288269  | 402
171.444275  | 734.877136  | 906.575073  | 59.147430  | 906.575073  | 363.678986  | 403
172.245514  | 733.492859  | 904.178711  | 58.586617  | 904.178711  | 365.156250  | 404
173.021652  | 732.149414  | 901.762634  | 58.001938  | 901.762634  | 366.718872  | 405
173.772049  | 730.848450  | 899.325317  | 57.392773  | 899.325317  | 368.365601  | 406
174.496002  | 729.591492  | 896.864990  | 56.758484  | 896.864990  | 370.094940  | 407
175.192719  | 728.380432  | 894.379883  | 56.098423  | 894.379883  | 371.905365  | 408
175.861328  | 727.217102  | 891.867981  | 55.411930  | 891.867981  | 373.795258  | 409
176.500900  | 726.103271  | 889.327454  | 54.698326  | 889.327454  | 375.762726  | 410
177.110397  | 725.041199  | 886.756104  | 53.956921  | 886.756104  | 377.805847  | 411
177.688705  | 724.032898  | 884.151978  | 53.187000  | 884.151978  | 379.922394  | 412
178.234650  | 723.080627  | 881.512695  | 52.387840  | 881.512695  | 382.110107  | 413
178.746948  | 722.186829  | 878.835938  | 51.558701  | 878.835938  | 384.366394  | 414
179.224258  | 721.353882  | 876.119324  | 50.698818  | 876.119324  | 386.688538  | 415
179.665131  | 720.584473  | 873.360352  | 49.807423  | 873.360352  | 389.073456  | 416
180.068054  | 719.881226  | 870.556519  | 48.883720  | 870.556519  | 391.517944  | 417
180.431442  | 719.247009  | 867.705139  | 47.926918  | 867.705139  | 394.018433  | 418
180.753616  | 718.684692  | 864.803467  | 46.936203  | 864.803467  | 396.571106  | 419
181.032852  | 718.197449  | 861.848877  | 45.910767  | 861.848877  | 399.171814  | 420
181.267349  | 717.788269  | 858.838379  | 44.849789  | 858.838379  | 401.816101  | 421
181.455231  | 717.460388  | 855.769226  | 43.752460  | 855.769226  | 404.499115  | 422
181.594589  | 717.217285  | 852.638672  | 42.617981  | 852.638672  | 407.215668  | 423
181.683472  | 717.062195  | 849.443848  | 41.445560  | 849.443848  | 409.960144  | 424
181.719879  | 716.998718  | 846.182007  | 40.234436  | 846.182007  | 412.726654  | 425
181.701813  | 717.030212  | 842.850525  | 38.983871  | 842.850525  | 415.508728  | 426
181.627258  | 717.160278  | 839.446838  | 37.693169  | 839.446838  | 418.299622  | 427
181.494186  | 717.392456  | 835.968506  | 36.361683  | 835.968506  | 421.092102  | 428
181.300613  | 717.730225  | 832.413513  | 34.988819  | 832.413513  | 423.878540  | 429
181.044586  | 718.176941  | 828.779846  | 33.574055  | 828.779846  | 426.650940  | 430
180.724182  | 718.736084  | 825.065918  | 32.116936  | 825.065918  | 429.400970  | 431
180.337570  | 719.410828  | 821.270508  | 30.617098  | 821.270508  | 432.119751  | 432
179.882980  | 720.204224  | 817.392822  | 29.074266  | 817.392822  | 434.798309  | 433
179.358749  | 721.119202  | 813.432556  | 27.488270  | 813.432556  | 437.427338  | 434
178.763306  | 722.158264  | 809.390015  | 25.859045  | 809.390015  | 439.997253  | 435
178.095200  | 723.323914  | 805.265991  | 24.186642  | 805.265991  | 442.498383  | 436
177.353104  | 724.618042  | 801.061951  | 22.471226  | 801.061951  | 444.921021  | 437
176.535828  | 726.042419  | 796.780151  | 20.713087  | 796.780151  | 447.255371  | 438
175.642334  | 727.598267  | 792.423462  | 18.912634  | 792.423462  | 449.491882  | 439
174.671677  | 729.286255  | 787.995544  | 17.070395  | 787.995544  | 451.621094  | 440
173.623077  | 731.106873  | 783.500977  | 15.187016  | 783.500977  | 453.633911  | 441
172.495880  | 733.059753  | 778.944885  | 13.263259  | 778.944885  | 455.521698  | 442
171.289520  | 735.144165  | 774.333374  | 11.299986  | 774.333374  | 457.276306  | 443
170.003571  | 737.358704  | 769.673096  | 9.298162  | 769.673096  | 458.890320  | 444
168.637680  | 739.701233  | 764.971680  | 7.258843  | 764.971680  | 460.356995  | 445
167.191559  | 742.169189  | 760.237183  | 5.183164  | 760.237183  | 461.670532  | 446
165.664993  | 744.759094  | 755.478394  | 3.072331  | 755.478394  | 462.826080  | 447
164.057816  | 747.466736  | 750.704590  | 0.927614  | 750.704590  | 463.819855  | 448
162.369873  | 750.287109  | 745.925293  | -1.249663  | 745.925293  | 464.649292  | 449
160.601013  | 753.214478  | 741.150635  | -3.458133  | 741.150635  | 465.312988  | 450
158.751068  | 756.242065  | 736.390686  | -5.696387  | 736.390686  | 465.810913  | 451
156.819885  | 759.362305  | 731.655640  | -7.962984  | 731.655640  | 466.144348  | 452
154.807251  | 762.566467  | 726.955627  | -10.256449  | 726.955627  | 466.316040  | 453
152.712906  | 765.844910  | 722.300537  | -12.575272  | 722.300537  | 466.330109  | 454
150.536591  | 769.186768  | 717.699768  | -14.917908  | 717.699768  | 466.192139  | 455
148.277969  | 772.579895  | 713.162354  | -17.282764  | 713.162354  | 465.909119  | 456
145.936722  | 776.010803  | 708.696289  | -19.668194  | 708.696289  | 465.489563  | 457
143.512482  | 779.464783  | 704.308960  | -22.072472  | 704.308960  | 464.943237  | 458
141.004913  | 782.925354  | 700.006470  | -24.493784  | 700.006470  | 464.281250  | 459
138.413727  | 786.374695  | 695.793762  | -26.930195  | 695.793762  | 463.516083  | 460
135.738708  | 789.793152  | 691.674377  | -29.379618  | 691.674377  | 462.661224  | 461
132.979782  | 793.159424  | 687.650269  | -31.839779  | 687.650269  | 461.731323  | 462
130.137039  | 796.450500  | 683.721680  | -34.308182  | 683.721680  | 460.741760  | 463
127.210815  | 799.641602  | 679.887024  | -36.782059  | 679.887024  | 459.708862  | 464
124.201775  | 802.706299  | 676.142761  | -39.258324  | 676.142761  | 458.649261  | 465
121.110954  | 805.616821  | 672.483398  | -41.733524  | 672.483398  | 457.580078  | 466
117.939865  | 808.343994  | 668.901489  | -44.203796  | 668.901489  | 456.518433  | 467
114.690552  | 810.857727  | 665.387390  | -46.664814  | 665.387390  | 455.481323  | 468
111.365677  | 813.127441  | 661.929871  | -49.111752  | 661.929871  | 454.485260  | 469
107.968575  | 815.122559  | 658.515686  | -51.539265  | 658.515686  | 453.546112  | 470
104.503311  | 816.813354  | 655.130127  | -53.941463  | 655.130127  | 452.678711  | 471
100.974709  | 818.171143  | 651.757202  | -56.311920  | 651.757202  | 451.896698  | 472
97.388359  | 819.169739  | 648.380127  | -58.643696  | 648.380127  | 451.212280  | 473
93.750595  | 819.785828  | 644.981506  | -60.929394  | 644.981506  | 450.636047  | 474
90.068420  | 819.999939  | 641.543823  | -63.161236  | 641.543823  | 450.176849  | 475
86.349442  | 819.797119  | 638.050049  | -65.331161  | 638.050049  | 449.841675  | 476
82.601715  | 819.167480  | 634.483948  | -67.430977  | 634.483948  | 449.635834  | 477
78.833588  | 818.106873  | 630.830627  | -69.452477  | 630.830627  | 449.562744  | 478
75.053535  | 816.616699  | 627.076843  | -71.387627  | 627.076843  | 449.624451  | 479
71.269928  | 814.704163  | 623.211365  | -73.228722  | 623.211365  | 449.821411  | 480
67.490860  | 812.381836  | 619.225159  | -74.968536  | 619.225159  | 450.152954  | 481
63.723919  | 809.667114  | 615.111572  | -76.600487  | 615.111572  | 450.617615  | 482
59.976036  | 806.581604  | 610.866333  | -78.118736  | 610.866333  | 451.213043  | 483
56.253307  | 803.150146  | 606.487549  | -79.518280  | 606.487549  | 451.936584  | 484
52.560890  | 799.399963  | 601.975525  | -80.794998  | 601.975525  | 452.785278  | 485
48.902905  | 795.359680  | 597.332520  | -81.945679  | 597.332520  | 453.756073  | 486
45.282391  | 791.058350  | 592.562744  | -82.967972  | 592.562744  | 454.846130  | 487
41.701290  | 786.524719  | 587.671875  | -83.860374  | 587.671875  | 456.052673  | 488
38.160458  | 781.786621  | 582.666931  | -84.622108  | 582.666931  | 457.373169  | 489
34.659691  | 776.870117  | 577.556152  | -85.253067  | 577.556152  | 458.805389  | 490
31.197779  | 771.799377  | 572.348389  | -85.753654  | 572.348389  | 460.347412  | 491
27.772558  | 766.596313  | 567.053589  | -86.124702  | 567.053589  | 461.997437  | 492
24.380968  | 761.280212  | 561.682068  | -86.367317  | 561.682068  | 463.754028  | 493
21.019102  | 755.867920  | 556.244629  | -86.482780  | 556.244629  | 465.615784  | 494
17.682247  | 750.373779  | 550.752686  | -86.472397  | 550.752686  | 467.581451  | 495
14.364906  | 744.809631  | 545.218140  | -86.337387  | 545.218140  | 469.649750  | 496
11.060805  | 739.185059  | 539.653259  | -86.078766  | 539.653259  | 471.819427  | 497
7.762876  | 733.507385  | 534.071045  | -85.697220  | 534.071045  | 474.088989  | 498
4.463203  | 727.781860  | 528.485352  | -85.192993  | 528.485352  | 476.456696  | 499
1.152951  | 722.012146  | 522.911011  | -84.565742  | 522.911011  | 478.920471  | 500
-2.177763  | 716.200012  | 517.364380  | -83.814423  | 517.364380  | 481.477600  | 501
-5.540030  | 710.345886  | 511.863525  | -82.937119  | 511.863525  | 484.124634  | 502
-8.946370  | 704.449036  | 506.429138  | -81.930862  | 506.429138  | 486.856995  | 503
-12.411014  | 698.507690  | 501.085205  | -80.791458  | 501.085205  | 489.668762  | 504
-15.950251  | 692.519714  | 495.860352  | -79.513214  | 495.860352  | 492.551819  | 505
-19.582844  | 686.483032  | 490.789398  | -78.088707  | 490.789398  | 495.495209  | 506
-23.330471  | 680.396606  | 485.915710  | -76.508484  | 485.915710  | 498.483887  | 507
-27.218094  | 674.262146  | 481.294647  | -74.760902  | 481.294647  | 501.496735  | 508
-31.274002  | 668.086853  | 476.998077  | -72.832123  | 476.998077  | 504.503937  | 509
-35.528900  | 661.888672  | 473.120575  | -70.706841  | 473.120575  | 507.462585  | 510
-40.012688  | 655.704285  | 469.786926  | -68.370491  | 469.786926  | 510.310913  | 511
-44.746319  | 649.603088  | 467.157928  | -65.814781  | 467.157928  | 512.960571  | 512
-49.725040  | 643.704895  | 465.426300  | -63.048817  | 465.426300  | 515.291870  | 513
-54.892525  | 638.192505  | 464.785095  | -60.116135  | 464.785095  | 517.159912  | 514
-60.121510  | 633.291626  | 465.353851  | -57.107273  | 465.353851  | 518.429810  | 515
-65.237358  | 629.194946  | 467.096832  | -54.143875  | 467.096832  | 519.036377  | 516
-70.089523  | 625.977417  | 469.823608  | -51.331043  | 469.823608  | 519.019104  | 517
-74.603523  | 623.588806  | 473.284271  | -48.722466  | 473.284271  | 518.491089  | 518
-78.772675  | 621.913757  | 477.258759  | -46.325535  | 477.258759  | 517.582214  | 519
-82.624939  | 620.827271  | 481.586121  | -44.123390  | 481.586121  | 516.404846  | 520
-86.198532  | 620.220032  | 486.157074  | -42.091362  | 486.157074  | 515.045349  | 521
-89.530563  | 620.003357  | 490.898987  | -40.204807  | 490.898987  | 513.567688  | 522
-92.653259  | 620.107178  | 495.763275  | -38.441826  | 495.763275  | 512.018799  | 523
-95.593414  | 620.476135  | 500.716736  | -36.783794  | 500.716736  | 510.433289  | 524
-98.372925  | 621.065857  | 505.736389  | -35.215080  | 505.736389  | 508.837097  | 525
-101.009605  | 621.840454  | 510.806030  | -33.722580  | 510.806030  | 507.249725  | 526
-103.517944  | 622.770325  | 515.913940  | -32.295235  | 515.913940  | 505.686279  | 527
-105.909760  | 623.830566  | 521.051514  | -30.923628  | 521.051514  | 504.158325  | 528
-108.194710  | 624.999878  | 526.212585  | -29.599653  | 526.212585  | 502.674866  | 529
-110.380699  | 626.260071  | 531.392456  | -28.316257  | 531.392456  | 501.242920  | 530
-112.474197  | 627.594849  | 536.587646  | -27.067232  | 536.587646  | 499.867920  | 531
-114.480469  | 628.989746  | 541.795654  | -25.847048  | 541.795654  | 498.553925  | 532
-116.403778  | 630.431763  | 547.014648  | -24.650728  | 547.014648  | 497.304016  | 533
-118.247551  | 631.908936  | 552.243164  | -23.473749  | 552.243164  | 496.120361  | 534
-120.014458  | 633.410095  | 557.480225  | -22.311951  | 557.480225  | 495.004272  | 535
-121.706558  | 634.924927  | 562.725342  | -21.161480  | 562.725342  | 493.956421  | 536
-123.325325  | 636.443542  | 567.978088  | -20.018728  | 567.978088  | 492.976929  | 537
-124.871758  | 637.956604  | 573.238220  | -18.880293  | 573.238220  | 492.065186  | 538
-126.346382  | 639.455139  | 578.505737  | -17.742945  | 578.505737  | 491.220123  | 539
-127.749344  | 640.930359  | 583.780640  | -16.603594  | 583.780640  | 490.440125  | 540
-129.080399  | 642.373779  | 589.063110  | -15.459270  | 589.063110  | 489.723022  | 541
-130.338959  | 643.777161  | 594.353333  | -14.307108  | 594.353333  | 489.066193  | 542
-131.524155  | 645.132385  | 599.651428  | -13.144327  | 599.651428  | 488.466492  | 543
-132.634796  | 646.431396  | 604.957581  | -11.968230  | 604.957581  | 487.920258  | 544
-133.669464  | 647.666504  | 610.271851  | -10.776194  | 610.271851  | 487.423309  | 545
-134.626480  | 648.829834  | 615.594299  | -9.565666  | 615.594299  | 486.970947  | 546
-135.503952  | 649.914001  | 620.924744  | -8.334170  | 620.924744  | 486.558044  | 547
-136.299820  | 650.911499  | 626.262939  | -7.079307  | 626.262939  | 486.178802  | 548
-137.011856  | 651.815308  | 631.608337  | -5.798762  | 631.608337  | 485.827087  | 549
-137.637711  | 652.618408  | 636.960266  | -4.490320  | 636.960266  | 485.496216  | 550
-138.174942  | 653.314148  | 642.317627  | -3.151871  | 642.317627  | 485.179016  | 551
-138.621063  | 653.896423  | 647.679016  | -1.781429  | 647.679016  | 484.867920  | 552
-138.973541  | 654.359253  | 653.042786  | -0.377149  | 653.042786  | 484.554993  | 553
-139.229858  | 654.697388  | 658.406555  | 1.062659  | 658.406555  | 484.232056  | 554
-139.387573  | 654.906128  | 663.767761  | 2.539507  | 663.767761  | 483.890564  | 555
-139.444336  | 654.981323  | 669.123169  | 4.054716  | 669.123169  | 483.521912  | 556
-139.397919  | 654.919800  | 674.469055  | 5.609395  | 674.469055  | 483.117493  | 557
-139.246262  | 654.719055  | 679.801025  | 7.204428  | 679.801025  | 482.668762  | 558
-138.987488  | 654.377625  | 685.114380  | 8.840461  | 685.114380  | 482.167389  | 559
-138.619965  | 653.894958  | 690.403442  | 10.517892  | 690.403442  | 481.605469  | 560
-138.142303  | 653.271729  | 695.662476  | 12.236867  | 695.662476  | 480.975525  | 561
-137.553360  | 652.509644  | 700.884827  | 13.997275  | 700.884827  | 480.270813  | 562
-136.852280  | 651.611816  | 706.063721  | 15.798754  | 706.063721  | 479.485474  | 563
-136.038452  | 650.582458  | 711.191772  | 17.640692  | 711.191772  | 478.614563  | 564
-135.111526  | 649.427124  | 716.261658  | 19.522242  | 716.261658  | 477.654175  | 565
-134.071426  | 648.152649  | 721.265564  | 21.442331  | 721.265564  | 476.601746  | 566
-132.918289  | 646.767456  | 726.195984  | 23.399679  | 726.195984  | 475.455933  | 567
-131.652481  | 645.281067  | 731.045410  | 25.392809  | 731.045410  | 474.216736  | 568
-130.274567  | 643.704468  | 735.806580  | 27.420061  | 735.806580  | 472.885742  | 569
-128.785278  | 642.050110  | 740.472900  | 29.479614  | 740.472900  | 471.465820  | 570
-127.185524  | 640.331726  | 745.038208  | 31.569490  | 745.038208  | 469.961365  | 571
-125.476341  | 638.564453  | 749.497253  | 33.687569  | 749.497253  | 468.378204  | 572
-123.658920  | 636.764832  | 753.845764  | 35.831589  | 753.845764  | 466.723450  | 573
-121.734573  | 634.950623  | 758.080566  | 37.999149  | 758.080566  | 465.005493  | 574
-119.704758  | 633.140991  | 762.199707  | 40.187702  | 762.199707  | 463.233826  | 575
-117.571068  | 631.356262  | 766.202698  | 42.394547  | 766.202698  | 461.419067  | 576
-115.335274  | 629.618042  | 770.090454  | 44.616817  | 770.090454  | 459.572571  | 577
-112.999329  | 627.949036  | 773.865662  | 46.851456  | 773.865662  | 457.706421  | 578
-110.565422  | 626.372803  | 777.532532  | 49.095188  | 777.532532  | 455.833191  | 579
-108.036011  | 624.913818  | 781.096985  | 51.344513  | 781.096985  | 453.965759  | 580
-105.413849  | 623.596863  | 784.566650  | 53.595654  | 784.566650  | 452.117065  | 581
-102.702057  | 622.447327  | 787.950806  | 55.844547  | 787.950806  | 450.299927  | 582
-99.904152  | 621.490295  | 791.260315  | 58.086807  | 791.260315  | 448.526733  | 583
-97.024109  | 620.750549  | 794.507446  | 60.317715  | 794.507446  | 446.809326  | 584
-94.066376  | 620.251709  | 797.705750  | 62.532192  | 797.705750  | 445.158813  | 585
-91.035912  | 620.016357  | 800.869873  | 64.724815  | 800.869873  | 443.585358  | 586
-87.938202  | 620.064758  | 804.015076  | 66.889801  | 804.015076  | 442.097931  | 587
-84.779251  | 620.414856  | 807.157288  | 69.021065  | 807.157288  | 440.704254  | 588
-81.565567  | 621.081543  | 810.312439  | 71.112221  | 810.312439  | 439.410889  | 589
-78.304092  | 622.076294  | 813.496399  | 73.156677  | 813.496399  | 438.222870  | 590
-75.002151  | 623.406433  | 816.724365  | 75.147690  | 816.724365  | 437.143951  | 591
-71.667351  | 625.075378  | 820.010803  | 77.078453  | 820.010803  | 436.176697  | 592
-68.307465  | 627.081909  | 823.368774  | 78.942223  | 823.368774  | 435.322327  | 593
-64.930321  | 629.420654  | 826.810059  | 80.732407  | 826.810059  | 434.581146  | 594
-61.543636  | 632.081970  | 830.344727  | 82.442680  | 830.344727  | 433.952515  | 595
-58.154896  | 635.052246  | 833.980957  | 84.067101  | 833.980957  | 433.435211  | 596
-54.771210  | 638.314453  | 837.725098  | 85.600204  | 837.725098  | 433.027374  | 597
-51.399178  | 641.848877  | 841.581482  | 87.037109  | 841.581482  | 432.726929  | 598
-48.044781  | 645.633240  | 845.552673  | 88.373543  | 845.552673  | 432.531616  | 599
-44.713287  | 649.644043  | 849.639282  | 89.605927  | 849.639282  | 432.439178  | 600
-41.409187  | 653.856812  | 853.840454  | 90.731369  | 853.840454  | 432.447632  | 601
-38.136147  | 658.246765  | 858.153748  | 91.747673  | 858.153748  | 432.554993  | 602
-34.896984  | 662.789734  | 862.575317  | 92.653320  | 862.575317  | 432.759674  | 603
-31.693666  | 667.462219  | 867.100342  | 93.447411  | 867.100342  | 433.060425  | 604
-28.527336  | 672.242188  | 871.722961  | 94.129601  | 871.722961  | 433.456390  | 605
-25.398333  | 677.109131  | 876.436584  | 94.700058  | 876.436584  | 433.946869  | 606
-22.306242  | 682.044312  | 881.234009  | 95.159363  | 881.234009  | 434.531586  | 607
-19.249933  | 687.031067  | 886.107483  | 95.508423  | 886.107483  | 435.210541  | 608
-16.227617  | 692.054626  | 891.048828  | 95.748398  | 891.048828  | 435.983856  | 609
-13.236884  | 697.102234  | 896.049744  | 95.880608  | 896.049744  | 436.851990  | 610
-10.274748  | 702.163147  | 901.101379  | 95.906456  | 901.101379  | 437.815430  | 611
-7.337682  | 707.228333  | 906.194763  | 95.827347  | 906.194763  | 438.874817  | 612
-4.421638  | 712.290466  | 911.320679  | 95.644615  | 911.320679  | 440.030823  | 613
-1.522063  | 717.343811  | 916.469482  | 95.359444  | 916.469482  | 441.283997  | 614
1.366103  | 722.384094  | 921.631287  | 94.972794  | 921.631287  | 442.635040  | 615
4.248447  | 727.408142  | 926.795654  | 94.485344  | 926.795654  | 444.084412  | 616
7.131110  | 732.414001  | 931.951538  | 93.897408  | 931.951538  | 445.632446  | 617
10.020840  | 737.400635  | 937.087036  | 93.208862  | 937.087036  | 447.279297  | 618
12.925070  | 742.367676  | 942.189453  | 92.419067  | 942.189453  | 449.024719  | 619
15.852013  | 747.315369  | 947.244385  | 91.526779  | 947.244385  | 450.868225  | 620
18.810783  | 752.244385  | 952.235840  | 90.530052  | 952.235840  | 452.808655  | 621
